headword,definition
وَاجِب,مناسب | محتوم | ضروري
وَاحَة,وَاحَات
وَاحِد,فرد | فريد
وَارَبَ,فتح قليلاً
وَارِث,وَرَثَة
وَارِد,مذكور | ممكن | مذكور
وَارِدَات,مداخيل | اشياء مستوردة
وَازَنَ,قارن | عادل
وَازَى,وَازِ
وَازِع,قَائِد
وَاسِطَة,وَسَائِطُ
وَاسِع,الحيلة | المعرفة
وَاضِح,أوضح
وَاضِع,صانع
وَاطِئ,أوطأ
وَاعٍ,الوَاعِي
وَاعِظ,وُعَّاظ
وَافَدَ,وَفَدَ مع
وَافِد,مقيم في غير وطنه | وُفُود
وَاقٍ,الوَاقي
وَاقِع,ساقط | كائن | وُقَّع وُقُوع
وَاقِعَة,حدث | معركةوَقَائِعُ
وَاقِعِيّ,عملي | حقيقي | حقيقي
وَاقِف,وُقُوف | متوقف | متوقفوُقُوف
وَالٍ,وُلاَة
وَاهِن,وُهُن
وَبَاء,أَوْبِئَة
وَبَر,أَوْبَار
وَتَد,أَوْتَاد
وَتَدأَوْتَاد,وَتِد
وَتَر,أَوْتَار | القوس | القوسأَوْتَار
وَتِيرَة,وَتَائِرُ
وَثَن,أَوْثَان
وَثِقَ بـ,ثِقْ
وَثِيق,وِثَاق
وَثِيقَة,وَثَائِقُ
وَثَّقَ,صدّق على
وَثْبَة,وَثَبَات
وَجَدَ على,غَضِبَ
وَجَسَ,خَفِيَ | خَافَ
وَجَع,أَوْجَاع
وَجَل,أَوْجَال
وَجِل,وِجَال
وَجِيز,كتيّب
وَجِيه,وُجَهَاءُ
وَجْه,جانب | سطح | مُحَيَّا | واجهةوُجُوه
وَحَل,أَوْحَال وُحُول
وَحِيد,فريد
وَحْد,لا ثاني له
وَحْدَة,انفراد | تطابق | تطابق
وَحْش,وُحُوش
وَدَج,أَوْدَاج
وَدَعَ,دَعْ
وَدِيع,وُدَعَاءُ
وَدِيعَة,في مصرف | إِيداع
وَرَدَ,رِدْ
وَرَق,أَوْرَاق | الشجر | الشجرأَوْرَاق
وَرَقَة,كتاب | وَرَقَات
وَرَم,أَوْرَام
وَرِثَ,رِثْ
وَرِق,مورق
وَرِك,أَوْرَاك
وَرِيث,وُرَثَاءُ
وَرِيد,أَوْرِدَة وُرُود | أَوْرِدَة | وُرُود
وَرْشَة,وِرَش
وَرْطَة,وَرَطَات
وَزَغ,اِرْتِعَاد
وَزِير,وُزَرَاءُ
وَزْن,أَوْزَان | شعري | وزن الفِعل | أهمية | أهميةأَوْزَان
وَسَخ,أَوْسَاخ
وَسَط,معدّل | قَلْب | أوساط | بيئة | بين بين | معدّلأوساط | قَلْبأوساط | أوساطأوساط
وَسَطبيئة,أوساط
وَسَطبين بين,أوساط
وَسَمَ,سِمْ
وَسِعَ,أَمْكَنَ
وَسِيط,سمسار | وُسَطَاءُ | سمساروُسَطَاءُ
وَسِيلَة,وَسَائِلُ
وَسِيم,وُسَمَاءُ
وَسْم,علامة | علامةوُسُوم
وَسْنَان,نَاعِس
وَسْوَاس,وَسَاوِس
وَسْوَسَة,وَسَاوِس
وَشَل,تَقَطُّر
وَشْي,مُطَرَّزات
وَصَفَ,صوّر | نعت
وَصَلَ إلى,صِلْ
وَصَلَ بين,ربط
وَصِيف,خَادِم
وَصِيّ,على العرش | أَوْصِيَاءُ
وَصِيَّة,وَصَايَا | نصيحة | نصيحةوَصَايَا
وَصْف,أَوْصَاف
وَصْفَة,طعام | طبية
وَصْل,إيصال | إيصالوُصُولات
وَصْمَة,وَصَمَات
وَضَح,ضوء
وَضِيع,وُضَعَاءُ
وَضْع,حَطّ | حالَة موقف | مَكان مركز | وِلادَة | حالَة | مَكان
وَطَن,أَوْطَان
وَطَنِيّ,محب لوطنه | قَوْمِيّ | أَهْلِيّ
وَطِئَ,يطأ
وَطْء,جماع
وَطْوَاط,وَطَاوِطُ وَطَاوِيطُ | وَطَاوِطُ | وَطَاوِيطُ
وَظِيفَة,وَظَائِفُ | مهمة | شُغْل | شُغْلوَظَائِفُ
وَعَى,جمع حوى | أَدْرَكَ
وَعْد,وُعُود
وَعْل,وعول
وَغْد,أَوْغَاد
وَفَاء,الدين
وَفَاة,وَفَيَات
وَفِيّ,تامّ | أَوْفِيَاءُ
وَفْد,وُفُود
وَفْل,كعكة
وَقَعَ,سقط | حدث
وَقْب,أَوْقَاب
وَقْت,أَوْقَات
وَقْعَة,صدمة | معركة | وَقَعَات | معركةوَقَعَات
وَقْف,أَوْقَاف
وَقْواق,طائر الوقواق
وَكَالَة,نيابة | وِكَالَة | نيابةوِكَالَة
وَكَنَ,الطَّائِرُ
وَكِيل,وُكَلاءُ
وَكْر,أَوْكَار وُكُور
وَكْن,عُشّ
وَلاء,ولاءات
وَلَى,يلي
وَلُود,كثيرة الأولاد
وَلِعَ في,وَلِعَ بـ
وَلِيمَة,وَلائِمُ
وَلِيّ,مالك | وَصِيّ
وَلِيّمالك,أَوْلِيَاء | وَلِيَّات
وَلِيّنصير,أَوْلِيَاء | وَلِيَّات
وَلِيّوَصِيّ,أَوْلِيَاء | وَلِيَّات
وَلَّدَ,أحدث
وَلَّفَ,مزج
وَمَأَ,أَشَارَ
وَمَضَ,يَمِضُ
وَمَّأَ,أَشَارَ
وَنَى,ضَعُفَ
وَهَطَضَعُفَ وَهَى,يَهِط
وَهَق,أَوْهَاق
وَهَل,فَزَع
وَهَلَ إلى,فَزِعَ إلى
وَهْط,هُزَال | جماعة | جماعة
وَهْم,أَوْهَام
وُجُود,حضور
وُرَيْقَة,وُرَيْقَات
وُسْطَى,إصبع
وُصْل,أَوْصَال
وُصْلَة,وُصَل
وُقُوع,حُدُوث | سُقُوط
وِتْر,مُفْرَد
وِتْرمُفْرَد,وَتْر
وِثَاق,وُثُق
وِرَاثَة,إرث
وِرْوار,طائر
وِزْر,إثم | حِمْل ثقيل
وِسَادَة,وَسَائِدُ
وِسَام,أَوْسِمَة
وِشَاح,سَيْف | أَوْشِحَة وَشَائِح وُشُح
وِعاء,آنِيَة
وِعَاء,مَوَاعِين | أَوْعِيَة
وِفَاض,وُفُض
وِقَايَة,حماية
وِلادَة,أَوْضَاع | وِلادَات
وِلايَة,حكم | وصاية | وصاية
وٓ,مُغْتَصِب
وٚ,حيفا | ىن
و٣٭,مَوْثُوق به
ىرؤر٤ّ,معقَّم
ى٤,تعدين
يا هذا,للتعبير عن الدهشة
ياء,حرف عربي
ياشي,رومانيا
ياقُوتِيَّة,نبات
ياك,ثور التبت
ياكوشيما,جزيرة يابانية
يالطا,يالطة
يانصيب,يا نصيب
يتدلى,تدلّ
يربعام,ملك
يزيدية,طائفة دينية
يشم,حجر كريم
يف,جَلْب على
يففؼ,٪ٚ
يكون هناك,كان هناك
يميت شاه,شطرنج
يو أس بي,مفتاح ذاكرة
يوتاه,الولايات المتحدة
يوتوبيا,كتاب
يوـ,بَرِحَ
يوم كذبة أبريل,كذبة نيسان كذبة أبريل | كذبة نيسان | كذبة أبريل
يونان,نبي العهد القديم
يىٻ,باستنزاف
يَتيم,يتيم الأب | فريد
يَد,الْكَفّ | ذِراع | عون
يَرَاع,قلم | قَصَب | حَشَرَة | جبان | قَصَب
يَرَقَان,آفة
يَرْبوع,يرابيع
يَسَار,سياسة
يَسِير,سهل
يَشْب,حجر كريم
يَعْسُوب,يَعَاسِيبُ
يَعْقُوبِيّ,يَعاقِبة
يَقِظ,أَيْقَاظ
يَقْطين,قَرْع
يَمَامَة,يَمَام
يَمِين,ضدّ الشِمال | قسم | سياسة | سياسةأَيْمَان
يَمّ,يُمُوم
يَنْبُوع,يَنَابِيعُ
يَهُودِيّ,يَهُودُ
يَوْم,أَيَّام
يُبَّس,أيبس
يُحيِى,أَحْيِ
يُسْر,غنى
يِي,غير منظم
ئًٌؾه,قَاسٍ
يٕ,خزينة الدولة
ًاَلْمُصْطَفَى,النبي
ًحٻ,ساذج غبي
ًّ,جذري الشكل
ًٓفٓ,غسالة الصحون
ٌاو,كربلاء | يوريتان
ٌٗ,رافعة أثقال
ٍوٖ,تفاهم بين دولتين
ٍ٦,إِسْهاب
ٍ٩,هظؽظـظ
َص,خمج
َٚدد,شرط مسبق
َٚددَٚ,إِشْتَرَعَ
َ٦ؽ خ,مسند القدم
َ٫َ,الجراثيم العتيقة | جَدْع
ُك,بهظ
ُن٠,آخَر
ُْ,عُوَيْنات
ُ٪ٍ,مَاعُون
ُ٫,حَايَدَ
ِآُ,سام للعصب
ِشدٲ,وقت العشاء
ِؼ,دار عجزة
ِ٤ن,مصوِّر ضوئي
ّؠٽ,دردوري
ّأ,وَغًى
ّث٘,ضوضائي
ّح,طابع آلة كاتبة
ّظذ,قِيَادَة
ّؿ,أَرَب
ّّؠ,دعوى استرداد
ّٓؠ,إِدْغام | تذروه الرياح | زَعْم
ّٗؠ,زَاغَ
ّٗ٬,مطالب صاحب الدين
ّ٘٬ٖ٬,مُطَالَب
ّ٪,متدهور
ّٵ,إِحْتِجَاج
ّٸ,تَعَصُّب
ْؤ,مجاوب
ْا,بمواساة
ْتٰ,حَذْلَقَة
ْفر,ْق
ٓئا,مائي الانتحاء
ٓص,سُبَد
َٓ,طُرْفَة
ْٓ,نائل
ٓٓ,ضياع الشخصية | مضيعة للوقت | هَدَرَ
ٓٚص,تَغَيُّم
ٰٓآ,مولد الغاز
ٔ١,قرن استشعار
ٕء,مقهور
ٕآُ,قار | مقرون
ٕتس,سَوَاء
ٌٕف,ناموسة
ُُٕ,بُرَداء
ٕٓ,هَدْر
ٕ٘,رشح الأنف أو العين
ٕٙ,اِتِّقاء
ٕ٢ٕ,مَا
ٕ٭,مغادرة منصة المسرح
ٕٮ,شَرِيف
ٖؼ,طب أسنان ترقيعي
ٖهف,عريض الحزمة
ٖهِ,أَيْمَن | تايمز سكوير | ترمودنمي
ٖوف,قبعة فرو
ٖٓ,نُحل
ٖٛ,تَعَرُّج
ٖٝف,توسيع شاذّ في القلب
ٖ٦٘,ِٖٖ
ٗإ,تَرْهِيب
ٗب,وَسْنَان
ٗعف,تجارة الألبسة | ٗ
ْٗؽ,سلكيّ
ٗ١ٽ,عَافَ
ٗ٢ٽ,طَمَسَ
ٗ٭ا,اشتراكيّة
٘د,تتمة الوزن
٘س,انعراج
٘ؾ,وهذا يثبت أن
ُُ٘ٙٙؿٙ,حَرْفِيَّة
ٕ٘ش,تكملة آلية
٘ٚ,مُصَنَّف
٘٪,إلزامياً
ٙئةة٘,فِي ما يَلِي
ٙعٜ,مُبَالِغ
ْٙ,خصّر
ٙٔ,اغتصب فتاة
ٙ١,جماع جنسي | قرآني | قَرْن
ٙ٥,اِعْتِبَار
ٙ٬,في حقيقة أمره | من حيث المبدأ
ٙ٭,إداريا
ٙٳغ,عنيبة
ٙٵاٝ,ناطحة سحاب
ٙٵٝٶٝ,لوياثان
ٚزٯ,مَحْجُوز
ٚضل,مؤتمن على أسرار
ٚؽم,خَرْج
ٚلٯ,حجز احتياطي
ٚنٍ,جَدْي
ٚ٣ٞ,مَوْقُوت
ٚ٥ض,مصلحة إدارية
ٚٱ,عدم حشمة
ٛئٞبٞٔ,متجمّع الحواس
ٛةٚٚ,متفق عليه
ٛٳ٧,تواطؤي
ٛٴٕ,جهبر
ٛٴٜ,ائتمام
ٜإ,انسلاخيات
ٜؽ,مهدداً بالسلاح
ٜق,ملاح جوي
ٜٳة,استرضاء
ٜٴ,محافظة إيباراكي في اليابان
ٝه,مقاطعة
ًٝ,ٕٚٚ
ْٝؤ,صاروخ ارض الى جو
ٝٯ,مُحَدِّد
ٞل,مكان النحل | مُلْتَقًى
ٟؤ,مُتَرَادِف
ٟتذ,قويم الخلق
ٟث,وأن
ٟج,مَحَقَ
ِٟ,ٮ٬ِ
ٟٕ,مَدًى
ٟ٫ثٰ,حَاذَى
٠ؿ,مُخْتَلَس
٠ِ,خِسَّة
٠٘,مكبث
٠ُ٘ٛ,مكتم
٠ٞخ,كواليس المسرح
٠ٟ,كَالِح
١ٌذ,أَعْلَى
١ِ,لِئَلَّا
١ٕ,شقيق
١ٯ,مَعْلُومَات
٢أ,سَيْر
٢ص,زحف عسكري
٢فء,جازي
٢ِ,أَرُزّ
٢ٔج٨ُ,صرير الأسنان
٢ٺ,صرصرة
٣د٣,كَعَمَ
٣زءز,تعوُّد
٣ي,لون أبيض مصفر
٣ٍ,مُعَبِّد
٣ٕ,قَرَابَةَ
٣ٚ,اِعْوِجاج
٣ټ,خفض القيمة
٤ نٲب,هَجَا
٤آفض,عِلْم
٤ؤ,تَرَادُف | توباغو
٤ٴق,سَالِم
٥أ,روبرت دي نيرو
٥ر,أنغام المزمار
٥ٓ,مضياف
٥٧ئ,شَلّ
٥٩د,شأفة
٥ٺ,وَلِيّ
٧ـد,رَاقِصاً
٧ٌ٦ٌ,الفكر
٧٨,قابله بالمثل
٨ئ,ماكنة العناوين
٨خ,لدائن
٨ش,تزويد بالأثقال
٨ؾـنف,بائع الأصباغ
٨ٔ,حَائِل | حِبَاك
٨ٝ,واصِل
٨ٲط,سدد نظرة غرامية
٩ء٫,مَقْطُوعَة
٩ٓ,إضاعة الوقت
٩ٔ٧ٔ,ملتئم
٩ٛ٪,مقرّس
٩ٛٯ,تَقْرِير | عَزِيمَة
٩٪,فك الرهن
٪ؤ,مِذْراة
٪ق,إِنْهِزامِيّ
٪ل,إِرْتَدَّ عن دينه
٪مَ,منهض
٪هَ,هَزَمَ
٪ى,بَزْر
٪ِ,قَرَوِيّ
٪٘,صَاحِب
٫خ,إِخْتَزَنَ
٫ش,تِقْنِيّ
٫ظ,٫ | مشطور
٫م,بَأْس
٫ٍى,مَتَانَة
٫ٚ,مُؤَدِّب
٫٤,بودكاست
٬ؤ,تراخ في الانتاج
٬ص,تَثَقُّف
٬ى,نَزْع
٬٘,براعة فائقة
٬ٚٱ,احتشام متطرف
٭ش,تَضَلُّع
٭ٰٛٛ٣ٜ,متساوي
٭٧,حِلاف
٭ٯ٪,إنتقاصي
ٮء,تَبَاهَى مجد نفسه | تفاخر بالباطل
ٮج,شزرا
ٮح,رَصَدَ
ٮخ٪خ,دء
ٮظ,تلاعب في السجلاّت المالية
ٮٚ,مكيال عبريّ
ٮٝ,خُسُوف
ٮٰ,نَزَا
ٯظ٫,زيغان
ٯهٶ,تحوّلي | شَذَا
ٯً,رَقِيب
ٰء,عاطلية
ٰي,ممون
ٍٰ,التهاب الرحم والبوق
َٰؤ,مُطَالَب بـ
ٰٕ,إدراك الإدراك | عِلْم
ٰ٤ظ,ثنائي المحور
ٰٱ,نَرْد
ٰٺ,صاعا بصاع
ٱب,جِهَاز | جَهُول
ٱٞر,مَجْد
ٱٵ,خَلِيفَة
ٲق,خَرْج
ٲٮٳ,سَخَطَ
ٲٯ,نافر الأصوات
ٲٺ,نُضْج
ٳؤ,طعن في السن
ٳح,تطلعي
ٳزنأ,غَارَ
ٳغ,نَهَضَ
ٳػ,مقرِّر
ٳؾ,نط الحبل | نُطْفَة
ٳك,عمدة مدينة لندن
ٳٌي,غير مشغول بعمل ما
ٴذ,مُتَبَدِّل
ٴر,فشل الخطّة
ٴس,أخطأ تهجئة | مقزز النفس
ٴكٳ,كَاشِف
ٴِ,صادق الولاء | مبدد حراري | مشتت الفكر
ٴٖ,بري
ٴ٘,حَابِل
ٴ٣,مجرم حَدَث
ٴ٤ٵ,تبدّد
ٴ٧ٵْٖ,مُبَدَّد
ٴ٩ٵٌ,تشتيت الضوء
ٴ٫ٴ,إِزاحَة
ٵبذ,أَعْنَفَ
ٵص,لاوجود
ٵصپ٘,ضِرَار
ٵىـ,عَنْتَرَ
ٵُ,محتمل أن يصبح سرطانيا
ٵٟ,زيت السمسم | شرود الذهن
ٵٹ,دَرْدَشَ
ٵپأ,مَكَرُونة
ٶءٷ,مذهبية
ٶآ,ابن زنا
ٶر,اِسْتِطَاعَة
ٶٍؿط,منَّة
ٶْيٯ,منظف الجلود
ٶ٫ع,تَعَامُل
ٷٛـ,مَسْبَح
ٷ٥,مُتَنَوِّع
ٸٝأ,حَسُود
ٸ١ٕ,قَرِيب
ٹخ,اِسْتِقالَة
ٹس,سلطان
ٹغ,حَنَان
ٹٔ,إِقْتِران | زِفاف | فَرَح
ٺؠ,زقاق بحري
ٺل,زَمَّ شفتيه
ٻز,اِعْتَاضَ
ٻِ,حطبة غليظة
ټز,معاصاة
ټغ,محب الاسطوانات
ټټ,إصدائي
ٽح,أثر أدبي | ٽ
ٽخ,أَثَرَة
ٽٔ,بِنْصِر
ٽٛ,صَنَوْبَرِيَّة
ٽ٫نأ٩,أسف عميق
پح,حائض
پسي,أحد حروف الأبجدية الإغريقية
پعنصر أرضي نادر,عناصر ارضية نادرة
