headword,definition
tilt,a joust; an argument | a tilting position or movement; an inclination a bias | to move or cause to move into a sloping position
tilt at,to aim a lance at
tilt with,to engage in a contest with; to argue with
timberline,tree line the edge of a habitat at which trees are capable of growing
timberman,timbermen
timbre,tone quality
Timbuktu,a city in the West African nation of Mali
time,to set time | occasion occurrence | way of regarding the progress of being; point in time; period
time after time,repeatedly again and again
time and again,repeatedly again and again
time of year,season
time off,free time
time-honored,acceptable for a long time; respected throughout the generationstime-honoured
timekeeper,a timepiece
timelessness,immortality being timeless
timeline,chronology of events a sequence of related events arranged in chronological order
timely,in the right time | in the right timetimelier | timeliest
timepiece,a clock a watch an instrument which shows the time
times,multiplied by
timeserver,an opportunist person who changes his views according to fashion
timid,timider timidest | timider | timidest
timidity,quality of being timid or fearful
timorous,cowardly fearful timid
Timothy,a disciple of Saint Paul
Timur,Timur Lenk Mongolian ruler of Samarkand (1336-1405)
tin,to preserve in a tin | a metallic element Sn | to plate with tin | a can a metal container a tin can | a metallic element | SnQ | to plate with tinQ
tin-pot,inferior poor
tinder,material that is used to start a fire
tinderbox,a dangerous situation | a container for tinder | a dangerous situationQ | a container for tinderQ |
tinea,ringworm
tinged,tinged
tingeQtingedtinged,tinging | tingeing
tinhorn,a braggart
tinning,canning storing in cans; tinplating plating with tin
tinnitus,ringing in the ears
tinny,tinnier tinniest | tinnier | tinniestQ
tinplating,plating with tin
tint,to color to dye | color shade of a color
tinting,coloring
tintinnabulary,of bell ringing
tintinnabulation,bell ringing
tiny,tinier tiniest
tip,to give tip to | to overbalance; cause to overbalance
tip over,to turn over
tip the balance,to decide the result of smth
tip the scales,to decide the result of smth
tipple,to drink regularly (alcohol)
tipsiness,drunkenness
tiptop,of the highest quality
Tirana,capital city of Albania
tire,to make tired to exahust | to become tired
tireless,without becoming tired or stopping
tiro,a novice a beginner
tis,it is | it isQ
tisane,an infusion
Tishri,the first month of the Hebrew calendar
tit#1,stupid person | a teat | the breast of woman (vulgar)Q
tit#2,titmouse type of insectivorous bird
Titan,any of the giant gods who ruled the Earth before Zeus | largest satellite of Saturn
titanium,metallic element (Ti) | metallic element (Ti)M
titbit,interesting piece of information or gossip | piece of tasty food
tithe,a one-tenth part
Titian,Tiziano Vecellio Italian Renaissance painter (1490-1576)
titillate,tickle arouse
titivate,to smarten up
title,denotation of a rank or position | give a title | name of a composition (e.g. book) heading caption | championship | right ownership | denotation of a rank or position
title-holder,the holder of a title a champion
titmouse,type of insectivorous bird
tittle,a very small amount a dot
titubate,to totter
titubation,a nodding movement (esp. when caused by a nervous disorder)
titular,of a title; having a formal title but no real power nominal | of a title; having a formal title but no real power | nominal
tizzy,agitation
tmesis,breaking up a compound word by insertion of words
TNT,trinitrotoluene (an explosive)
to a fault,too much excessively | too much | excessively
to a nicety,precisely
to and fro,back and forth
to approve,okay
to be honest,frankly to be honest | frankly | to be honest
to be sure,without a doubt no doubt
to begin with,in the first place
to boot,additionally
to fight to battleABcombated combattedcombated combatted,combating | combatting
to no avail,without any result in vain
to no end,without effect or result
to no purpose,uselessly without success
to one's liking,what one likes
to tell the truth,frankly | to be honest
to the backbone,completely thoroughly | completely | thoroughly
to the best of my belief,in my genuine opinion
to the bone,severely; deeply
to the detriment of,at the expense of
to the effect of,with the following basic or general meaning
to the hilt,fully in full to the limit | fully | in full | to the limit
to the letter,exactly word for word | exactly | word for word
to the point,pertinent relevant
to the quick,severely; deeply
to the tune of,amounting to to the sum or extent of
to wit,namely that's to say | namely | that's to say
to-day,the current time today
toad,type of tailless amphibian
toadeater,toady
toadstool,a poisonous agaric
toast,finished dead | a drink in honor of smo | to drink in honor of smo | toasted bread | to cook or make brown by heating | to cook or make brown by heatingY
toaster,kitchen appliance for toasting bread
tobacco,tobaccos
Tobago,Island in the West Indies
tocopherol,vitamin
tocophobia,abnormal fear of childbirth
today,"the current day; the current time or age | "" M | the current day; the current time or age"" |"
toddle,an act of toddling | to walk unsteadily (of a small child); to take a stroll
toddler,a young child
toft,a house a farm
tog,to wear; to dress
toga,cloak worn in ancient Rome
togetherness,closeness intimacy
toggery,clothes
Togo,republic on the western coast of Africa
togs,clothes
toil,to work hard to labor | hard work labor | to work hard | to laborZ
toilet,bathroom water closet | bathroom | water closet
toilet bowl,the bowl of a toilet that can be flushed with water
toilet room,a lavatory
toils,a snare a trap
toilsome,arduous laborious
toilworn,exhausted
token,nominal symbolic | a symbol a sign a feature; a souvenir; disk that is used in a slot machine | nominal | symbolic
Tokyo,capital city of Japan
told,told
Toledo,city in central Spain
tolerable,can be tolerated acceptable | can be tolerated | acceptableA
tolerably,in an acceptable manner
tolerance,ablity to tolerate endurance; a disposition to tolerate; an allowable variation (from a standard measure)
tolerant,liberal open-minded; can endure | liberal | open-minded; can endureA
tolerate,to allow to permit; to endure
toleration,acceptance
toll#1,to charge a price | a fee a price | to charge a priceY
toll#2,to ring (a bell) | ring of a bell
toll-free,without charge
tollman,tollmen
toluene,methylbenzene colorless flammable liquid
tomato,tomatoes
tomb,a grave
tomcat,male cat
tome,a large book a volume | a large book | a volumeY
tomfool,a fool
tomfoolery,craziness foolish behavior
tomorrow,"on the day after today | the day after today | on the day after todayA""A"
tone deafness,the inability to distinguish between musical notes
tone down,to soften to moderate | to soften | to moderate
tone-deaf,lacking sensitivity | cannot differentiate between tones
toneless,monotonous lacking in expression
tonelessly,in a toneless manner
tong#1,Chinese secret association
tong#2,pincers tweezers | to collect using tongs | pincers | tweezersD | to collect using tongsD
Tonga,kingdom in the South Pacific
tongue,to lick using the tongue | language style of speaking | flexible muscular organ in the bottom of the mouth; a narrow strip; tongue-shaped object
tongue twister,a word that is hard to pronounce
tongue-in-cheek,mockingly; not seriously | mocking cleverly amusing in tone
tonight,"this night | during this night | during this nightF""F"
tonnage,the cargo carrying capacity of a ship
tonne,metric ton
tonneau,the back-seat of an open car
tonsillitis,inflammation of the tonsils
tonsorial,relating to barbering of hairdressing
tony,fashionable
too,excessively | also as well
too bad,regrettable deserving regret | regrettable | deserving regret
took,taken
tool,to ride leisurely in a car | instrument means | instrument | meansb
