headword,pos,definition,examples,synonyms
unbending,adjective,incapable of adapting or changing to meet circumstances [adj.all],"a rigid disciplinarian | an inflexible law | an unbending will to dominate | ""a rigid disciplinarian"" | ""an inflexible law""","inflexible, rigid"
unbeneficed,adjective,not having a benefice [adj.all],,
unbent,adjective,not bent [adj.all] | erect in posture [adj.all],"looking for an unbent nail | trees with straight unbent trunks make the best lumber | ""looking for an unbent nail"" | ""trees with straight unbent trunks make the best lumber"" | sit straight","straight, unbowed"
unbiased,adjective,characterized by a lack of partiality [adj.all] | without bias [adj.all],"a properly indifferent jury | an unbiasgoted account of her family problems | ""a properly indifferent jury"" | ""an unbiasgoted account of her family problems""","indifferent, unbiassed"
unbiassed,adjective,characterized by a lack of partiality [adj.all] | without bias [adj.all],"a properly indifferent jury | an unbiasgoted account of her family problems | ""a properly indifferent jury"" | ""an unbiasgoted account of her family problems""","indifferent, unbiased"
unbigoted,adjective,not opinionated [adj.all],,
unbitter,adjective,having or showing no resentment or desire for revenge [adj.all],"remarkably unbitter toward her captors | ""remarkably unbitter toward her captors""",
unbleached,adjective,not artificially colored or bleached [adj.all],"unbleached blonde hair | her hair is uncolored | undyed cotton | ""unbleached blonde hair"" | ""her hair is uncolored""","uncolored, undyed"
unblemished,adjective,free from physical or moral spots or stains [adj.all],"an unblemished record | an unblemished complexion | ""an unblemished record"" | ""an unblemished complexion""","unmarred, unmutilated"
unblended,adjective,not blended or mixed together [adj.all],,
unblessed,adjective,not provided with something desirable [adj.all],"a hovel unblessed with electricity or running water | ""a hovel unblessed with electricity or running water""",
unblinking,adjective,showing no visible emotion [adj.all] | not shrinking from danger [adj.all],"stood unblinking and accepted a sentence of a year | ""stood unblinking and accepted a sentence of a year""","unflinching, unintimidated, unshrinking"
unbloody,adjective,achieved without bloodshed [adj.all],"an unbloody transfer of power | ""an unbloody transfer of power""",nonviolent
unblushing,adjective,feeling no shame [adj.all],"a shameless imposter | an unblushing apologist for fascism | ""a shameless imposter"" | ""an unblushing apologist for fascism""",shameless
unbodied,adjective,having no body [adj.all] | not having a material body [adj.all],"bodiless ghosts | ""bodiless ghosts""","discorporate, unembodied, bodiless, disembodied"
unbolted,adjective,not firmly fastened or secured [adj.all],"an unbarred door | went through the unlatched gate into the street | an unlocked room | ""an unbarred door"" | ""went through the unlatched gate into the street""","unbarred, unlatched, unlocked, unsecured"
unbooked,adjective,not reserved in advance [adj.all],,
unbordered,adjective,having no border [adj.all],,
unborn,adjective,not yet brought into existence [adj.all],"unborn generations | ""unborn generations""",
unbound,adjective,not secured within a cover [adj.all] | not restrained or tied down by bonds [adj.all] | not held in chemical or physical combination [adj.all],"an unbound book | ""an unbound book""",
unbounded,adjective,"seemingly boundless in amount, number, degree, or especially extent [adj.all]","unbounded enthusiasm | children with boundless energy | a limitless supply of money | ""unbounded enthusiasm"" | ""children with boundless energy""","boundless, limitless"
unbowed,adjective,erect in posture [adj.all] | not forced to bow down to a conqueror [adj.all],"sit straight | stood defiantly with unbowed back | ""sit straight"" | ""stood defiantly with unbowed back""","straight, unbent"
unbraced,adjective,without braces or props [adj.all],,
unbrainwashed,adjective,not successfully subjected to brainwashing [adj.all],"despite the torture and the psychological pressure some POWs remained unbrainwashed | ""despite the torture and the psychological pressure some POWs remained unbrainwashed""",
unbranched,adjective,without branches [adj.all],"a tree with an unbranched trunk | ""a tree with an unbranched trunk""",unbranching
unbranching,adjective,without branches [adj.all],"a tree with an unbranched trunk | ""a tree with an unbranched trunk""",unbranched
unbranded,adjective,not marked with a brand [adj.all],"unbranded cattle | ""unbranded cattle""",
unbreakable,adjective,impossible to break especially under ordinary usage [adj.all],"unbreakable plastic dinnerwear | ""unbreakable plastic dinnerwear""",
unbridgeable,adjective,not bridgeable [adj.all],"a wide unbridgeable river | unbridgeable generation gap | ""a wide unbridgeable river"" | ""unbridgeable generation gap""",
unbridled,adjective,not restrained or controlled [adj.all],"unbridled rage | an unchecked temper | ungoverned rage | ""unbridled rage"" | ""an unchecked temper""","unchecked, uncurbed, ungoverned"
unbroken,adjective,marked by continuous or uninterrupted extension in space or time or sequence [adj.all] | not subdued or trained for service or use [adj.all] | (of farmland) not plowed [adj.all] | (especially of promises or contracts) not violated or disregarded [adj.all] | not broken [adj.all],"cars in an unbroken procession | the unbroken quiet of the afternoon | ""cars in an unbroken procession"" | ""the unbroken quiet of the afternoon"" | unbroken colts","unplowed, unploughed, kept"
unbrushed,adjective,(of hair or clothing) not brushed [adj.all],"snarled unbrushed hair | the suit was wrinkled and unbrushed, as if it had been slept in | ""snarled unbrushed hair"" | ""the suit was wrinkled and unbrushed, as if it had been slept in""",
unburdened,adjective,not burdened with difficulties or responsibilities [adj.all] | not encumbered with a physical burden or load [adj.all],"unburdened by an overarching theory | ""unburdened by an overarching theory""- Alex Inkeles",burdenless
unburied,adjective,not buried [adj.all],,
unburnished,adjective,of metals e.g. [adj.all],not made shiny and smooth by friction,
unbuttoned,adjective,not buttoned [adj.all] | not under constraint in action or expression [adj.all],"the wind picked up the hem of her unbuttoned coat | ""the wind picked up the hem of her unbuttoned coat"" | this unbuttoned and disrespectful age | unlaced behavior in the neighborhood pub | ""this unbuttoned and disrespectful age""- Curtis Bok","unfastened, unlaced"
uncalled-for,adjective,not required or requested [adj.all] | unnecessary and unwarranted [adj.all],"uncalled-for suggestions | ""uncalled-for suggestions"" | a strikers' tent camp...was burned with needless loss of life | ""a strikers' tent camp...was burned with needless loss of life""","gratuitous, needless"
uncamphorated,adjective,not containing camphor [adj.all],,
uncanny,adjective,suggesting the operation of supernatural influences [adj.all] | surpassing the ordinary or normal [adj.all],an eldritch screech | the three weird sisters | stumps...had uncanny shapes as of monstrous creatures | an unearthly light | he could hear the unearthly scream of some curlew piercing the din,"eldritch, weird, unearthly, preternatural"
uncapped,adjective,used especially of front teeth [adj.all],"natural uncapped teeth | ""natural uncapped teeth""",
uncarbonated,adjective,not having carbonation [adj.all],,noncarbonated
uncared-for,adjective,lacking needed care and attention [adj.all],,
uncaring,adjective,lacking affection or warm feeling [adj.all] | without care or thought for others [adj.all],"an uncaring person | ""an uncaring person"" | the thoughtless saying of a great princess on being informed that the people had no bread; `Let them eat cake' | ""the thoughtless saying of a great princess on being informed that the people had no bread | `Let them eat cake'""","detached, unaffectionate, thoughtless, unthinking"
uncarpeted,adjective,not carpeted [adj.all],"bare uncarpeted floors | ""bare uncarpeted floors""",
uncarved,adjective,not carved [adj.all],,
uncastrated,adjective,not castrated [adj.all],,
uncategorised,adjective,not categorized or sorted [adj.all],,"uncategorized, unsorted"
uncategorized,adjective,not categorized or sorted [adj.all],,"uncategorised, unsorted"
uncaulked,adjective,not caulked or sealed [adj.all],,
uncaused,adjective,having no cause or apparent cause [adj.all],"a causeless miracle | fortuitous encounters--strange accidents of fortune | we cannot regard artistic invention as...uncaused and unrelated to the times | ""a causeless miracle"" | ""fortuitous encounters--strange accidents of fortune""","causeless, fortuitous"
