direction,headword,definition
ar,دِفَاع,مناصرة | حماية | مرافعة | حماية
ar,دِقّ,رقّ
ar,دِقَّة,خطورة | صعوبة | رقة | المواعيد | صغر | ضبط | خطورة | صعوبة
ar,دِكَّة,مقعد | دِكَك | دِكَك
ar,دِكَّةمقعد,دِكَك
ar,دِلالَة,عمولة | مزاد | عمولة
ar,دِمَاغ,أَدْمِغَة
ar,دِمَقْس,حرير
ar,دِهْلِيز,ردهة | سرداب | سردابدَهَالِيزُ
ar,دِيبَاجَة,مقدمة
ar,دِيك,دِيكَة
ar,دِيماس,غرفة كبيرة تحت الأرض
ar,دِيمُوس,الشعب
ar,دِين,معتقد
ar,دِيوَان,مكتب | كتاب دفتر | أريكة | أريكةدَوَاوِينُ
ar,دٔ,حظر التجارب
ar,دٚ,٘د
ar,د٥ٓ,دإك
ar,دٲٳ,إِيقاف
ar,دٽ,قاطع الأخشاب
ar,ذؠ,طَبَقَة
ar,ذأَعْزَبعُزَّاب أَعْزَاب,عزباء
ar,ذئ,استرطابي
ar,ذئبة,داء جلدي
ar,ذائِد,مدافع | مدافعذُوَّد | ذُوَّاد
ar,ذابِل,ذُبُل
ar,ذات الكرسي,كوكبة
ar,ذاتية,سِيَر
ar,ذاتِيّ,الذاتية | تلقائي
ar,ذاكرة الأرقام,ذاكرات الأرقام
ar,ذاكرة فلاش,ذاكرة كومبيوتر غير طيارة
ar,ذاكرة وميضية,ذاكرة فلاش
ar,ذال,حرف عربي
ar,ذامّ,عَيْب
ar,ذاهِل,حائر | ساه
ar,ذاوٍ,الذَّاوِي
ar,ذراع الدّفّة,في المركب
ar,ذع,فَطَسَ
ar,ذمي,أهل الذمة
ar,ذنب الدجاجة,نجم
ar,ذو الأعنة,كوكبة
ar,ذو ثبات,أَجْلاد
ar,ذي قار,أحد المحافظات العراقية
ar,ذيلحبليات,تحت شعبة
ar,ذٌ,استناداً إلى
ar,ذَا,أُولاءِ
ar,ذَائِع,متداول
ar,ذَات,عين | نفس
ar,ذَات ذِي,ذَوَات
ar,ذَاتِيَّة,تقويم الأمور تقويماً متأثراً بذات الباحث
ar,ذَاعَ صِيتُه,ذَاعَ صِيت
ar,ذَبَحَ,قَدّم ذبيحة | اِذْبَحْ
ar,ذَبِيحَة,ذَبَائِحُ | قربان | قربانذَبَائِحُ
ar,ذَبْذَبَة,اهتزاز
ar,ذَخِيرَة,مؤونة | ذخيرة حربية | مؤونةذَخَائِرُ
ar,ذَرَعَ,اجتاز
ar,ذَرِب,فصيح | حاد
ar,ذَرِيع,فشل | مَوْت | مَوْت
ar,ذَرِيعَة,حجة
ar,ذَرَّة,ذَرّ ذَرَّات
ar,ذَفَر,نتانة
ar,ذَقَن,أَذْقَان ذُقُون
ar,ذَكَر,ذُكُور
ar,ذَكَرَ,أَشار إلى | تذكّر | تذكّر
ar,ذَكِيّ,فطن
ar,ذَلُول,مطيع
ar,ذَلَّ,هان | خضع لـ
ar,ذَلْق,حادّ | فَصيح | فَصيح
ar,ذَمِيم,كريه
ar,ذَنَب,ذيل
ar,ذَنْب,جرم
ar,ذَهَبَ,اِذْهَبْ
ar,ذَوَّاد,مدافع
ar,ذَوْق,ميل | حاسة الذوق | لباقة | لباقةأَذْوَاق
ar,ذَيَّلَ,الكتاب | وضع ذيل
ar,ذَيْل,أسفل | ذنب | طرف | ملحق
ar,ذُ,أَضْرَمَ
ar,ذُؤَابَة,المذنب | خصلة شعر
ar,ذُبَابَة,ذُبَاب
ar,ذُبَالَة,فَتِيلَة
ar,ذُبَالَةفَتِيلَة,ذُبال
ar,ذُرِّيَّة,ذَرَارِيُّ
ar,ذُرْوَة,ذُرًى
ar,ذُعَرَة,طائر صغير
ar,ذُلّ,هوان
ar,ذُهُول,دهشة
ar,ذُو,ذَوُونَ ذَوِي
ar,ذُو القَرْنَيْنِ,لقب الاسكندر المقدوني
ar,ذُوِيّ,ذبول
ar,ذِئْب,ذِئَاب
ar,ذِرَاع,وحدة قياس الطول | أَذْرُع ذُرْعان
ar,ذِكْر,تذكر | سمعة | إشارة | إشارةأَذْكَار
ar,ذِكْرَى,ذكرى سنوية | ذِكْرَيَات
ar,ذِمَام,حرمة
ar,ذِمَّة,ضمان | دين | أمان
ar,ذِمَّةأمان,ذِمَم
ar,ذِمَّةدين,ذِمَم
ar,ذِمَّةضمان,ذِمَم
ar,ذِمَّةضمير,ذِمَم
ar,ذِهْن,أَذْهَان
ar,ذٗ,خَرَجَ على
ar,ذٝ,مَضْمُون
ar,ذ٤ل,حوض استحمام
ar,ذ٫غ,اِسْتِئْذان
ar,ذٰلِكَ,أُولائِكَ
ar,رأس موضوع,رؤوس موضوعات
ar,رأسيّ,عمودي | من الرأس | عمودي
ar,رئيس الأساقفة,رؤساء الأساقفة
ar,رئيس دير,رؤساء دير
ar,راء,حرف عربي
ar,رائد العمل,رواد العمل
ar,رائد الفضاء,روّاد الفضاء
ar,رائِب,روائب
ar,رابندراناث طاغور,شاعر وفيلسوف هندي
ar,رابِط,الجأش
ar,راتنج,مادة صمغية
ar,راتِب,رُوتِينِيّ
ar,راجمة,الصواريخ
ar,راحيّ,من اليد
ar,راد,وحدة الطاقة الممتصة
ar,رادون,عنصر غازي
ar,راديولوجية,راديولوجيا
ar,راشٍ,من الرشوة
ar,راعف,الأنف
ar,راعي البقر,رعاة البقر
ar,راعي الماشية,رعاة الماشية
ar,راغب في,بُغاة بَاغِيَات
ar,رافِد,في نهر | للمساعدة
ar,رافِدَة,دعامة
ar,راكب الدراجة,راكبو الدراجات
ar,راكون,حيوان ثدي
ar,راهِن,حالِيّ
ar,راووق,مصفاة
ar,راوَنْد,عشب
ar,راية,أَعْلام
ar,رايت,رَأَى
ar,ربطة العنق,ربطتات العنق
ar,ربعيّة,للقياس
ar,ربو,داء الربو
ar,ربيع,فصل الربيع
ar,ربّ العمل,أرباب الأعمال
ar,ربّان,حاخام
ar,ربّة,الهة
ar,رتيلاء,حشرة
ar,رتَم,نبات
ar,رثوي,روماتزمي
ar,رثياني,رثواني
ar,رجل أعمال,رجال أعمال
ar,رجل اطفاء,رجال اطفاء
ar,رجل الدين,رجال الدين
ar,رجل الكهف,رجال الكهوف
ar,رجل دولة,رجال دولة
ar,رجل شُرطة,رجال شُرطة
ar,رجل كريم,بِحَار بُحُور
ar,رجّاس,هادر
ar,رجْلَة,نبات
ar,رحميّ,للرّحم
ar,رحوي,دوّار
ar,رحويّة,أداة
ar,رخاء,نسيم
ar,رخفة,حجر
ar,رخّ,للشطرنج
ar,رد فعل,ردود فعل ردود أفعال
ar,رداحة,للأرداف
ar,رذيلة,رذائل
ar,رذٴ٨,ٴ٥ٮٴ٨
ar,رر,دق ناقوس الخطر | طرق المعادن
ar,رسابة,رسوب
ar,رسالة جامعيّة بحث,رَسَائِلُ رِسَالات
ar,رسالة جوال,رسائل جوال
ar,رسامة,سيامة
ar,رسم بياني,رسوم بيانية
ar,رسم ساخر,رسوم ساخرة
ar,رشدية,مدرسة فلسفية
ar,رشش,رَشّ
ar,رشّ,خردق
ar,رصيد,الباقِي
ar,رصيد دائن,في حساب مصرفي
ar,رصيف الميناء,أرصفة الموانئ
ar,رصّاص,سمكري
ar,رضفة,من الركبة
ar,رضٴ٨,ٳ٩ٸٴ٥٥ٮٴ٨
ar,رطٴ٨,ٳ٥ٶ٥ٮٴ٥٥ٮٴ٨
ar,رع,إله الشمس في الميثولوجيا المصرية
ar,رعاف,الأنف
ar,رعام,مرض
ar,رعثة,الديك
ar,رعّاد,من السمك
ar,رعّاش,من السمك
ar,رغاميّ,مخاطيّ
ar,رؿ,لَدْغ
ar,رفل,ذيل
ar,رفيق مثيل,أَرْصِفَة
ar,رفّ,رفوف
ar,رفّ كتب,رفوف كتب
ar,رقدة,نؤوم
ar,رقيقة,صفيحة | صفيحةرقائق
ar,رقّيّ,بطيخ
ar,ركاب,السرج | في الأذن
ar,ركاز,خامة
ar,ركامي,سحب
ar,ركين,ثابت
ar,ركَبِيرشهير عظيمكُبَرَاءُ,حُبرىأَكْبَر
ar,ركَبِيرعكس صغيركِبَار,حُبرىأَكْبَر
ar,رماد الصودا,كربونات الصوديوم
ar,رمش,من الأمراض
ar,رنكة,سمك
ar,رهينة,رهائن
ar,رواضع,الأسنان
ar,روب,ثوب
ar,روبة,اللّبن
ar,روبرت لويس ستيفنسون,أديب أسكتلندي
ar,روذنيوم,روتينيوم
ar,روسيّ,روس
ar,روماتيزم,روماتزم
ar,روميّ,الديك
ar,رونتجن,رونتغن
ar,رياضياتي,عالم الرياضيات
ar,ريبوزوم,ريبوسوم
ar,ريح عكسيّة,رياح عكسيّة
ar,ريحان القصارى,نبات
ar,ريزربين,دواء
ar,ريزوس,نوع من القردة
ar,ريص,نوع من القردة
ar,ريغا,عاصمة لاتفيا
ar,ريغيه,موسيقى
ar,ريولوجيا,علم الجريان
ar,رٌزشذ,أَشْمَط
ar,رٌل,جُهْد
ar,رَأَى,يَرَى تَرَى رايت
ar,رَأْس,ارض داخلة في البحر | من الجسم | جزء رئيسي | قائد | بَدْء | بَدْءرُؤُوس | أَرْؤُس
ar,رَأْس مَالٍ,رُؤُوس أَمْوَالٍ
ar,رَأْسِيَّة,عمودية | عنوان | عنوان
ar,رَأْسْمَال,رُؤُوس أَمْوَالٍ
ar,رَأْي,آرَاء
ar,رَئِيس,زَعِيم | عمَداء عَمِيدَات
ar,رَاءٍ,الرَّائِي
ar,رَاءَى,يرائي
ar,رَائِحَة,رَوَائِحُ
ar,رَائِد,فضاء | كشاف | رتبة عسكريّة | رُوَّاد رَوائِد
ar,رَائِع,رَوَائِعُ
ar,رَابِطَة,جمعيّة | صلة
ar,رَابِيَة,رَوَابٍ
ar,رَاتِب,رَوَاتِبُ
ar,رَاجٍ,الرَّاجِي
ar,رَاجِح,غالب | محتمل | محتمل
ar,رَاجِل,رُجَّال رَجَّالَة
ar,رَاحَة,اليد | ضد تعب
ar,رَاحِل,ميت | رُحَّل رُحَّال
ar,رَادِع,روادع
ar,رَاسٍ,راسخ | في المرسى
ar,رَاسِب,فاشل | رَوَاسِبُ | ثفل | كيميائياً
ar,رَاشِد,قويم
ar,رَاصِد,رُصَّاد رُصَّد
ar,رَاضٍ,الرَّاضِي
ar,رَاعٍ,للقطيع | كفيل | الرعاية
ar,رَافِعَة,رَوَافِعُ
ar,رَاقٍ,من الرّقي | أَنِيق
ar,رَاقَبَ,حفظ سجل
ar,رَاقِد,رُقَّد
ar,رَاكِب,رُكَّاب رُكْبَان رَكْب
ar,رَاكِع,رُكَّع رُكُوع
ar,رَامٍ,رُمَاة رَامِيات
ar,رَاهَنَ,مُرَاهَنَة
ar,رَاهِب,رُهْبَان
ar,رَاوٍ,رُوَاة
ar,رَاوِيَة,رَوَايا
ar,رَايَة,رَايَات
ar,رَبَض,حظيرة | ضاحية | حظيرةأَرْباض | ضاحيةأَرْباض
ar,رَبَطَ,ذِهْنِيًّا
ar,رَبِيب,أَرِبَّة
ar,رَبّ,المالك | أَرْبَاب
ar,رَبَّى,ثقّف | نشّأ
ar,رَبْط,ذِهْنِيّ
ar,رَبْطَة,رَبْطَات رِبَاط
ar,رَبْع,دار
ar,رَبْوَة,رُبًى
ar,رَتَقَ,أصْلَحَ
ar,رَتَل,أَرْتَال
ar,رَتْق,رفو
ar,رَثَى,إرث
ar,رَثَّ,بَلِيَ
ar,رَجًا,نواحي | نواحيارجاء
ar,رَجَمَ,شَتَمَ | بالحجارة
ar,رَجُل,رِجَال
ar,رَجِيع,عرق
ar,رَجِيم,ملعون
ar,رَجّ,خضّ
ar,رَجَّعَ,أعاد
ar,رَجْع,صدى | رُجُوع
ar,رَجْم,رُجُوم
ar,رَحَابَة,الصدر | اتّساع | الصدر
ar,رَحَى,أرْحَاء
ar,رَحِم,للجنين
ar,رَحِيب,رُحُب
ar,رَحَّال,رَحَّالَة
ar,رَحْل,سرج | أمتعة | أمتعةرِحال | أرْحُل
ar,رَحْمَة,رَحَمَات
ar,رَخَاخ,هنيء
ar,رَخِيص,رَخَائِصُ
ar,رَخِيّ,هنيء
ar,رَدَعَ,إردع
ar,رَدِيء,أَرْدِيَاء
ar,رَدّ,ارجاع | دَفْع | اجابة
ar,رَدَّ,دحض | دفع | أجاب | أرجع
ar,رَدَّ إلى,أَعَادَ إلى
ar,رَدَّ على,لا يقبل
ar,رَدَّنَ,جعل رُدْناً
ar,رَدْب,رُدُوب
ar,رَدْم,سد | أنقاض | أنقاض
ar,رَدْهَة,رَدَهَات
ar,رَذِيل,سافل
ar,رَذِيلسافل,رُذَلاَءُ | رِذَال
ar,رَذْل,نبذ
ar,رَزَاز,رصاص
ar,رَزَحَ,تحت
ar,رَزَقَ,إرزُقْ | ولداً | ولداًإرزُقْ
ar,رَسا,المَرْكَبُ
ar,رَسَبَ,في الفحص | ترسب
ar,رَسَمَ,صوّر | وصف
ar,رَسَن,أرسنة | أَرْسُن أَرْسَان | أرسنة | أَرْسُن | أَرْسَان
ar,رَسُول,نبي | رُسُل | رُسُل
ar,رَسُولنبي,رُسُل
ar,رَسّ,بدء الشيء | بِئْر
ar,رَسَّبَ,في الفحص
ar,رَسْم,أجرة | وصف | صورة | تصوير | تخطيط | تصويررُسُوم | أَرْسُم | رُسُومات | تخطيطرُسُوم | أَرْسُم | رُسُومات
ar,رَشَاد,نبات
ar,رَشَاقَة,خفّة | القوام
ar,رَشَدَ,اِسْتَقامَ | بَلَغَ سن الرشد
ar,رَشِيح,عرق
ar,رَشِيد,بالغ | عاقل
ar,رَشَّدَ,أَرْشَدَ
ar,رَشْح,تسرّب | زكام | تسرّب
ar,رَشْوَة,رُشًى الرّشاوي
ar,رَصاص,للقلم
ar,رَصَفَ,يقود إلى رصيف المرفأ | صَفَّ | بَلَّطَ
ar,رَصِيد,أَرْصِدَة
ar,رَصِيف,أَرْصِفَة
ar,رَصْد,مراقبة | المال | المالأَرْصاد
ar,رَضيع,رُضُع رُضَعاءُ
ar,رَضَخَ لـ,خَضَعَ لـ
ar,رَضِيَ,إرْضَ
ar,رَضِيّ,أَرْضِياء رُضاة
ar,رَضّ,رُضُوض
ar,رَطَنَ,في كلامه
ar,رَعَوِيَّة,جنسيّة
ar,رَعَى,المواشي
ar,رَعِيَّة,مواطنون
ar,رَعِيَّةمواطنون,رعايا
ar,رَعْد,رُعود
ar,رَعْرَعَ,أَنْبَتَ
ar,رَعْن,ضربة الشمس
ar,رَغام,تراب
ar,رَغيبَة,رَغائِبُ
ar,رَغيف,أَرْغِفَة
ar,رَغَادَة,بحبوحة
ar,رَغِبَ في,رَغِبَ في
ar,رَغْبَة,رَغَبَات
ar,رَفَشَ,جَرَفَ
ar,رَفَضَ,صَدَّ عن
ar,رَفَعَ,شكوى
ar,رَفَعَ حظر التجول,رَفَعَ حظر التجوال
ar,رَفَعَ عن,رَفَعَ من
ar,رَفِيق,رُفَقَاءُ رِفَاق رَفِيقات
ar,رَفْراف,طائر | العجلة
ar,رَفْرَف,السيارة | رَفّ | وسادة | وسادة
ar,رَفْع,زيادة | تشييد | تَعْلِيَة | حالة الرفع | ترقية | ازالة | زيادة | تشييد | ازالة | ترقية
ar,رَقاعَة,حُمْق
ar,رَقَأَ,الدمع أو الدم | في السلم أو الدرجة صعد | في السلم أو الدرجة
ar,رَقَبَة,عنق | عبد
ar,رَقِيب,عسكريّاً | حارس | راصد | مشرف | رُقَبَاءُ
ar,رَقِيع,سَمَاء | أحمق | غير حييّ
ar,رَقِيق,عبيد | دقيق | ناعم
ar,رَقّ,رُقُوق
ar,رَقَّنَ,كَتَبَ
ar,رَقْدَة,نومة
ar,رَقْراق,متلألىء
ar,رَقْم,أَرْقَام
ar,رَكوب,مطيّة
ar,رَكيزَة,رَكائِزُ
ar,رَكَّ,صارَ رَكيكاً
ar,رَكْب,قافلة
ar,رَكْم,تكديس
ar,رَمَادِيّ,لون
ar,رَمَق,أَرْماق
ar,رَمَى,إرْمِ
ar,رَمِيم,بالٍ
ar,رَمْز,رُمُوز
ar,رَمْس,قبر
ar,رَمْسقبر,رُموس
ar,رَمْش,هدب
ar,رَمْل,رِمَال
ar,رَمْي,النار | قذف | النار
ar,رَنا إلى,تأمَّلُهُ
ar,رَنَح,مرض
ar,رَنَّة,رَنين | حيوان ثَدْييّ من فصيلة الظَّبْي
ar,رَهَفَ,اِرْهَفْ
ar,رَهِيف,الإِحْساس | حادّ
ar,رَهْن,قيد | رُهُون
ar,رَوَاسٍ الرَّواسِي,الرَّاسِي
ar,رَوَى,سَرَدَ
ar,رَوَّحَ,هَوَّى
ar,رَوَّلَ,سالَ لُعابُهُ
ar,رَوَّى,سقى
ar,رَوْب,لبن رائب
ar,رَوْث,أَرْوَاث
ar,رَوْضَة,للأطفال | حديقة | حديقةرِيَاض | رَوْض
ar,رَوْع,خوف
ar,رَوْعَة,فتنة جَمال | خوف
ar,رَيًّا,شذا
ar,رَيْحَان,نبات
ar,رُؤْيَا,حُلْم | حُلْمرُؤىً
ar,رُبَّان,السفينة
ar,رُبْع,من العدد
ar,رُتْبَة,رُتَب
ar,رُجْمَة,للضريح
ar,رُخّ,طائر
ar,رُخْص,ضدّ غلاء
ar,رُخْصَةاذن,رُخَص
ar,رُدَّى,للمرأة
ar,رُدْن,كمّ
ar,رُزْء,مصيبة
ar,رُسُوب,في امتحان
ar,رُسْغ,أرْسَاغ أَرْسُغ
ar,رُشْد,هدى | سنّ الرّشد
ar,رُضَاب,لعاب
ar,رُعاع,رَعاع
ar,رُعَاة,الراعي
ar,رُعْلَة,اكليل
ar,رُغاء,الجمل | الرّعد | الجمل
ar,رُغام,مخاط
ar,رُفَات,حطام | الميّت
ar,رُفْقَة,رِفَاق
