headword,definition
william falkner,[noun] United States novelist (originally Falkner) who wrote about people in the southern United States (1897-1962) [noun.person]
william faulkner,[noun] United States novelist (originally Falkner) who wrote about people in the southern United States (1897-1962) [noun.person]
william felton russell,[noun] United States basketball center (born in 1934) [noun.person]
william franklin graham,[noun] United States evangelical preacher famous as a mass evangelist (born in 1918) [noun.person]
william frederick cody,[noun] United States showman famous for his Wild West Show (1846-1917) [noun.person]
william fulbright,[noun] United States senator who is remembered for his creation of grants that fund exchange programs of teachers and students between the United States and other countries (1905-1995) [noun.person]
william gilbert,[noun] a librettist who was a collaborator with Sir Arthur Sullivan in a famous series of comic operettas (1836-1911) [noun.person] | English court physician noted for his studies of terrestrial magnetism (1540-1603) [noun.person]
william gladstone,[noun] liberal British statesman who served as prime minister four times (1809-1898) [noun.person]
william golding,[noun] English novelist (1911-1993) [noun.person]
william graham sumner,[noun] United States sociologist (1840-1910) [noun.person]
william green,[noun] United States labor leader who was president of the American Federation of Labor from 1924 to 1952 and who led the struggle with the Congress of Industrial Organizations (1873-1952) [noun.person]
william h. bonney,[noun] United States outlaw who was said to have killed 21 men (1859-1881) [noun.person]
william harrison dempsey,[noun] United States prizefighter who was world heavyweight champion (1895-1983) [noun.person]
william harrison hays,[noun] United States lawyer and politician who formulated a production code that prescribed the moral content of United States films from 1930 to 1966 (1879-1954) [noun.person]
william harvey,[noun] English physician and scientist who described the circulation of the blood [noun.person]
william hazlitt,[noun] English essayist and literary critic (1778-1830) [noun.person]
william henry,[noun] English chemist who studied the quantities of gas absorbed by water at different temperatures and under different pressures (1775-1836) [noun.person]
william henry beveridge,[noun] British economist (born in India) whose report on social insurance provided the basis for most of the social legislation on which the welfare state in the United Kingdom is based (1879-1963) [noun.person]
william henry fox talbot,[noun] English inventor and pioneer in photography who published the first book illustrated with photographs (1800-1877) [noun.person]
william henry gates,[noun] United States computer entrepreneur whose software company made him the youngest multi-billionaire in the history of the United States (born in 1955) [noun.person]
william henry harrison,[noun] 9th President of the United States [noun.person]
william henry hoover,[noun] United States industrialist who manufactured vacuum cleaners (1849-1932) [noun.person]
william henry hudson,[noun] English naturalist (born in Argentina) (1841-1922) [noun.person]
william henry mauldin,[noun] United States cartoonist noted for his drawings of soldiers in battle (1921-2003) [noun.person]
william henry pratt,[noun] United States film actor (born in England) noted for his performances in horror films (1887-1969) [noun.person]
william henry seward,[noun] United States politician who as Secretary of State in 1867 arranged for the purchase of Alaska from Russia (known at the time as Seward's Folly) (1801-1872) [noun.person]
william herschel,[noun] English astronomer (born in Germany) who discovered infrared light and who catalogued the stars and discovered the planet Uranus (1738-1822) [noun.person]
william hogarth,[noun] English artist noted for a series of engravings that satirized the affectations of his time (1697-1764) [noun.person]
william holman hunt,[noun] Englishman and Pre-Raphaelite painter (1827-1910) [noun.person]
william holmes mcguffey,[noun] United States educator who compiled the McGuffey Eclectic Readers (1800-1873) [noun.person]
william hoover,[noun] United States industrialist who manufactured vacuum cleaners (1849-1932) [noun.person]
william howard taft,[noun] 27th President of the United States and later chief justice of the United States Supreme Court (1857-1930) [noun.person]
william hubbs rehnquist,"[noun] United States jurist who served as an associate justice on the United States Supreme Court from 1972 until 1986, when he was appointed chief justice (born in 1924) [noun.person]"
william hyde wollaston,[noun] English chemist and physicist who discovered palladium and rhodium and demonstrated that static and current electricity are the same (1766-1828) [noun.person]
william i,[noun] duke of Normandy who led the Norman invasion of England and became the first Norman to be King of England [noun.person]
william ii,[noun] the second son of William the Conqueror who succeeded him as King of England (1056-1100) [noun.person]
william iii,[noun] King of England and Scotland and Ireland [noun.person]
william inge,[noun] United States playwright (1913-1973) [noun.person]
william iv,[noun] King of England and Ireland [noun.person]
william james,[noun] United States pragmatic philosopher and psychologist (1842-1910) [noun.person]
william james durant,[noun] United States historian (1885-1981) [noun.person]
william jefferson clinton,[noun] 42nd President of the United States (1946-) [noun.person]
william jennings bryan,[noun] United States lawyer and politician who advocated free silver and prosecuted John Scopes (1925) for teaching evolution in a Tennessee high school (1860-1925) [noun.person]
william john clifton haley jr.,[noun] United States rock singer who was one of the first to popularize rock'n'roll music (1925-1981) [noun.person]
william kidd,[noun] Scottish sea captain who was hired to protect British shipping in the Indian Ocean and then was accused of piracy and hanged (1645-1701) [noun.person]
william lawrence shirer,[noun] United States broadcast journalist who was in Berlin at the outbreak of World War II (1904-1993) [noun.person]
william le baron jenny,[noun] United States architect who designed the first skyscraper in which a metal skeleton was used (1832-1907) [noun.person]
william lloyd garrison,[noun] United States abolitionist who published an anti-slavery journal (1805-1879) [noun.person]
william makepeace thackeray,[noun] English writer (born in India) (1811-1863) [noun.person]
william maxwell aitken,[noun] British newspaper publisher and politician (born in Canada) [noun.person]
william mckinley,[noun] 25th President of the United States [noun.person]
william menninger,[noun] United States psychiatrist and son of Charles Menninger (1899-1966) [noun.person]
william mitchell,[noun] United States aviator and general who was an early advocate of military air power (1879-1936) [noun.person]
william morris,[noun] English poet and craftsman (1834-1896) [noun.person]
william nunn lipscom jr.,[noun] United States chemist noted for his theories of molecular structure (born in 1919) [noun.person]
william of occam,[noun] English scholastic philosopher and assumed author of Occam's Razor (1285-1349) [noun.person]
william of ockham,[noun] English scholastic philosopher and assumed author of Occam's Razor (1285-1349) [noun.person]
william of orange,[noun] King of England and Scotland and Ireland [noun.person]
william of wykeham,[noun] English prelate and statesman [noun.person]
william patterson,[noun] American Revolutionary leader (born in Ireland) who was a member of the Constitutional Convention (1745-1806) [noun.person]
william penn,[noun] Englishman and Quaker who founded the colony of Pennsylvania (1644-1718) [noun.person]
william penn adair rogers,[noun] United States humorist remembered for his homespun commentary on politics and American society (1879-1935) [noun.person]
