Source,Headword,Definition
UMD 2009,"J""waking paralysis (sleep paralysis)",شلل استيقاظي الشلل التالي للنوم
UMD 2009,A#writers' paralysis (Writer's cramp),شلل الكتاب معص الكتاب
UMD 2009,bParamonostomum parvum,المتضاجمة الصغيرة دودة مثقوبة تصيب الدجاج والبط والضجم العوج في الفم
UMD 2009,paramusia,خطل التعبير بالموسيقى
UMD 2009,Bparamyoclonus (myospasia),نظير الرمع العضلي رمع عضلي متفرق
UMD 2009,Ksymptomatic paramyotonia,داء التشنج العضلي التوتري المصحوب بالأعراض
UMD 2009,Paramyxea,المخطانيات صنف من الأوالي
UMD 2009,Paramyxida,المخطانات رتبة من الأوالي
UMD 2009,w/lipomatous paranephritis (lipomatous nephritis),التهاب مجاورات الكلية الورمي الشحمي التهاب الكلية الورمي الشحمي
UMD 2009,J+alcoholic paranoia (alcoholic hallucinosis),زور كحولي هلوسة كحولية
UMD 2009,F'conjugal paranoia (infidelity delusion),زور الزوج وهام الخيانة
UMD 2009,E'litigious paranoia (paranoia querulans),زور التقاضي زور خصامي
UMD 2009,V%myotatic paranomia (amnestic aphasia),خطل التسمية بتمدد العضل حبسة فقد الذاكرة
UMD 2009,paraortic,مجاور للأبهر
UMD 2009,paraosmia,خطل الشم
UMD 2009,Aparapedesis,خطل الاتصال تسرب السوائل إلى أقنية غير ملائمة
UMD 2009,J#choreic paraphasia (jargon aphasia),خطل التسمية الرقصي حبسة رطانية
UMD 2009,H#literal paraphasia (jargon aphasia),خطل تسمية الأحرف حبسة رطانية
UMD 2009,Y(thematic paraphasia (thematic paralogia),خطل التسمية الموضوعي خطل المنطق الموضوعي
UMD 2009,paraphilia,خطل جنسي
UMD 2009,W0affective paraphrenia (involutional melancholia),ازورار عاطفي السوداوية الأوبية
UMD 2009,I#Erb's syphilitic spastic paraplegia,شلل سفلي زهري تشنجي بحسب إيرب
UMD 2009,T-functional paraplegia (hysterical paraplegia),شلل سفلي وظيفي شلل سفلي هستيري
UMD 2009,T-hysterical paraplegia (functional paraplegia),شلل سفلي هستيري شلل سفلي وظيفي
UMD 2009,T'tetanoid paraplegia (senile paraplegia),شلل سفلي تكززي الشكل شلل سفلي شيخوخي
UMD 2009,Blarge plaques parapsoriasis,نظيرة الصدفية الكبيرة اللويحات
UMD 2009,"K""parapsoriasis lichenoides chronica",نظيرة الصدفية الحزازانية المزمنة
UMD 2009,T0parapsoriasis variegata (retiform parapsoriasis),نظيرة الصدفية الشبكية الشكل
UMD 2009,Bsmall plaques parapsoriasis,نظيرة الصدفية الصغيرة اللويحات
UMD 2009,Kpararosaniline pamoate,باموات الباراروزانيلين دواء مضاد للبلهارسيات
UMD 2009,W*cytozoic parasite (intracellular parasite),طفيلي خلوي التوضع طفيلي داخل الخلايا
UMD 2009,B'ectozoic parasite (animal ectoparasite),طفيلي خارجي حيواني
UMD 2009,B(endophytic parasite (plant endoparasite),طفيلي داخلي نباتي
UMD 2009,L+occasional parasite (intermittent parasite),طفيلي أحياني طفيلي متقطع
UMD 2009,parasomnia,خطل نومي
UMD 2009,parathermy,إنفاذ حراري عميق
UMD 2009,X'paratrachoma (inclusion conjunctivitis),نظير التراخوما التهاب الملتحمة الاشتمالي
UMD 2009,Aparavaccinia (milkers nodules),نظير الوقس عقيدات الحلابين
UMD 2009,O&paregoric (camphorated opium tincture),صبغة الأفيون الكافورية دواء مسكن
UMD 2009,paregorism,إدمان صبغة الأفيون الكافورية
UMD 2009,Aparencephalocele,قيلة المخيخ قيلة دماغية تشتمل على المخيخ
UMD 2009,E(vestibular canal paresis (canal paresis),خزل القناة الدهليزية
UMD 2009,V/Bernhardt's paresthesia (meralgia paresthetica),مذل بيرنهاردت ألم الفخذ المذلي
UMD 2009,pargyline,بارغيلين دواء خافض لضغط الدم
UMD 2009,parhedonia,خطل التلذذ
UMD 2009,paridrosis,خطل التعرق
UMD 2009,J(paries caroticus cavitatis tympanicae NA,الجدار السباتي لجوف الطبل
UMD 2009,J(paries jugularis cavitatis tympanicae NA,الجدار الوداجي لجوف الطبل
UMD 2009,"O,paries labyrinthicus cavitatis tympanicae NA",الجدار الدهليزي لجوف الطبل
UMD 2009,K)paries mastoideus cavitatis tympanicae NA,الجدار الخشائي لجوف الطبل
UMD 2009,M+paries membranaceus cavitatis tympanicae NA,الجدار الغشائي لجوف الطبل
UMD 2009,L*paries tegmentalis cavitatis tympanicae NA,الجدار السقيفي لجوف الطبل
UMD 2009,L&paries tympanicus ductus cochlearis NA,الجدار الطبلي للقناة القوقعية
UMD 2009,P(paries vestibularis ductus cochlearis NA,الجدار الدهليزي للقناة القوقعية
UMD 2009,Epostencephalitic parkinsonism,باركنسونية تالية لالتهاب الدماغ
UMD 2009,Bparomomycin sulfate,سلفات الباروموميسين دواء مضاد للأميبات
UMD 2009,parorasis,خطل الرؤية
UMD 2009,Dtropical suppurative parotitis,التهاب النكفية القيحي المداري
UMD 2009,T#paroxysmal nocturnal hemoglobinuria,البيلة الهيموغلوبينية الليلية الانتيابية
UMD 2009,parrot jaw,فك ببغائي
UMD 2009,Z.pars abdominalis musculi pectoralis majoris NA,الجزء البطني للعضلة الصدرية الكبيرة
UMD 2009,J&pars abdominalis systematis autonomici,الجزء البطني للجهاز المستقل
UMD 2009,Cpars alaris musculi nasalis NA,الجزء الجناحي للعضلة الأنفية
UMD 2009,"K""pars analis recti (canalis analis)",الجزء الشرجي للمستقيم قناة الشرج
UMD 2009,Y/pars anterior faciei diaphragmaticae hepatis NA,الجزء الأمامي للوجه الحجابي للكبد
UMD 2009,C!pars anterior fornicis vaginae NA,الجزء الأمامي لقبو المهبل
UMD 2009,G#pars anterior lobuli quadrangularis,الجزء الأمامي للفصيص المربع
UMD 2009,"H""pars anterior pedunculi cerebri NA",الجزء الأمامي للسويقات المخية
UMD 2009,J&pars atlantica arteriae vertebralis NA,الجزء الفهقي للشريان الفقري
UMD 2009,"F""pars atlantis arteriae vertebralis",الجزء الفهقي للشريان الفقري
UMD 2009,I%pars autonomica systematis nervosi NA,الجزء المستقل للجهاز العصبي
UMD 2009,G#pars basilaris ossis occipitalis NA,الجزء القاعدي للعظم القذالي
UMD 2009,U+pars basolateralis corporis amygdaloidei NA,الجزء القاعدي الوحشي للجسم اللوزي
UMD 2009,S*pars buccalis hypophyseos (Rathke's pouch),الجزء الشدقي للنخامية جيبة راتكه
UMD 2009,Jpars cartilaginea septi nasi NA,الجزء الغضروفي للوتيرة لحاجز الأنف
UMD 2009,P*pars cartilaginea systematis skeletalis NA,الجزء الغضروفي للجهاز الهيكلي
UMD 2009,F#pars caudalis lobuli quadrangularis,الجزء الذنبي للفصيص المربع
UMD 2009,D pars caudalis nervi vestibularis,الجزء الذنبي للعصب الدهليزي
UMD 2009,Y-pars cavernosa arteriae carotidis internae NA,الجزء الكهفي للشريان السباتي الغائر
UMD 2009,Cpars cavernosa urethrea virilis,الجزء الكهفي للإحليل الذكري
UMD 2009,X.pars centralis ventriculi lateralis cerebri NA,الجزء المركزي للبطين المخي الوحشي
UMD 2009,Y.pars cerebralis arteriae carotidis internae NA,الجزء المخي للشريان السباتي الغائر
UMD 2009,Z.pars cervicalis arteriae carotidis internae NA,الجزء الرقبي للشريان السباتي الغائر
UMD 2009,K'pars cervicalis arteriae vertebralis NA,الجزء الرقبي للشريان الفقري
UMD 2009,D pars cervicalis ductus thoracici,الجزء الرقبي للقناة الصدرية
UMD 2009,J(pars cervicalis systematis sympathici NA,الجزء الرقبي للجهاز الودي
UMD 2009,V)pars cochlearis nervi vestibulocochlearis,الجزء القوقعي للعصب الدهليزي القوقعي
UMD 2009,R)pars convoluta lobuli corticalis renis NA,الجزء الملفف لفصيصات قشرة الكلية
UMD 2009,T*pars corticalis arteriae cerebri mediae NA,الجزء القشري للشريان المخي الأوسط
UMD 2009,Y/pars corticalis arteriae cerebri posterioris NA,الجزء القشري للشريان المخي الخلفي
UMD 2009,V-pars corticomedialis corporis amygdaloidei NA,الجزء القشري الإنسي للجسم اللوزي
UMD 2009,N'pars cupularis recessus epitympanici NA,الجزء القبيبي للردب فوق الطبلي
UMD 2009,V-pars dextra faciei diaphragmaticae hepatis NA,الجزء الأيمن للوجه الحجابي للكبد
UMD 2009,F!pars distalis adenohypophyseos NA,الجزء القاصي للنخامية الغدية
UMD 2009,T)pars distalis lobi anterioris hypophyseos,الجزء القاصي للفص الأمامي للنخامية
UMD 2009,V+pars dorsalis corporis geniculati lateralis,الجزء الظهراني للجسم الركبي الوحشي
UMD 2009,U*pars dorsalis corporis geniculati medialis,الجزء الظهراني للجسم الركبي الإنسي
UMD 2009,"L""pars dorsalis pedunculi cerebri NA",الجزء الظهراني للسويقتين المخيتين
UMD 2009,"B""pars flaccida membranae tympani NA",الجزء الرخو لغشاء الطبل
UMD 2009,E pars frontalis capsulae internae,الجزء الجبهي للمحفظة الباطنة
UMD 2009,Dpars frontalis coronae radiatae,الجزء الجبهي للإكليل المتشعع
UMD 2009,S+pars frontalis radiationis corporis callosi,الجزء الجبهي لتشعع الجسم الثفني
UMD 2009,M'pars functionalis (stratum functionale),الجزء الوظيفي الطبقة الوظيفية
UMD 2009,Apars iliaca lineae terminalis,الجزءالحرقفي للخط الانتهائي
UMD 2009,E pars inferior fossae rhomboideae,الجزء السفلي للحفرة المعينية
UMD 2009,"M""pars inferior gyri frontalis medii",الجزء السفلي للتلفيف الجبهي الإنسي
UMD 2009,G#pars inferior nervi vestibularis NA,الجزء السفلي للعصب الدهليزي
UMD 2009,U+pars infraclavicularis plexus brachialis NA,الجزء تحت الترقوي للضفيرة العضدية
UMD 2009,Gpars infralobaris NA,الجزء تحت الفص فرع من الوريد الرئوي العلوي
UMD 2009,Z/pars infundibularis lobi anterioris hypophyseos,الجزء القمعي للفص الأمامي للنخامية
UMD 2009,T)pars insularis arteriae cerebri mediae NA,الجزء الجزيري للشريان المخي الأوسط
UMD 2009,N)pars intercartilaginea rimae glottidis NA,الجزء بين غضاريف مشق المزمار
UMD 2009,I#pars intermedia adenohypophyseos NA,الجزء المتوسط للنخامية الغدية
UMD 2009,Bpars intermedia bulborum NA,الجزء المتوسط للبصلة الدهليزية
UMD 2009,"H""pars intermedia fossae rhomboideae",الجزء المتوسط للحفرة المعينية
UMD 2009,W+pars intermedia lobi anterioris hypophyseos,الجزء المتوسط للفص الأمامي للنخامية
UMD 2009,L(pars intermembranacea rimae glottidis NA,الجزء بين أغشية مشق المزمار
UMD 2009,T%pars intracanicularis nervi optici NA,الجزء داخل القناة البصرية للعصب البصري
UMD 2009,T+pars intracranialis arteriae vertebralis NA,الجزء داخل القحف للشريان الفقاري
UMD 2009,I#pars intracranialis nervi optici NA,الجزء داخل القحف للعصب البصري
UMD 2009,K#pars intralaminaris nervi optici NA,الجزء داخل الصفائح للعصب البصري
UMD 2009,"I""pars intraocularis nervi optici NA",الجزء داخل المقلة للعصب البصري
UMD 2009,S)pars labialis musculi orbicularis oris NA,الجزء الشفوي للعضلة الدويرية للفم
UMD 2009,"W,pars lacrimalis musculi orbicularis oculi NA",الجزء الدمعي للعضلة الدويرية للعين
UMD 2009,"W,pars lateralis arcus longitudinalis pedis NA",الجزء الوحشي للقوس الطولانية للقدم
UMD 2009,"C""pars lateralis fornicis vaginae NA",الجزء الوحشي لقبو المهبل
UMD 2009,F#pars lateralis ossis occipitalis NA,الجزء الوحشي للعظم القذالي
